crash_date,case_id,crash_id,lat,lon,geocoded,fatality,serious_injury
2017-10-21,173361105,15867060,30.26084,-97.71126,Here,,Y
2017-10-14,172471558,15866797,30.33525,-97.6082,Here,,Y
2017-10-06,172480026,15878097,30.25686,-97.74807,Here,,Y
2017-07-15,171430155,15761455,30.409495,-97.675315,Here,,Y
2017-07-13,181680742,14394249,30.26713,-97.74189,Here,,Y
2017-07-23,171570984,16424094,30.33529,-97.80742,Here,,Y
2017-05-12,171560978,15920082,30.21603,-97.73605,Here,,Y
2015-04-16,180851711,16119846,38.59421,-112.13386,Here,,Y
2018-05-19,180400147,15948418,30.29425,-97.72014,Here,,Y
2017-08-16,180701189,15946221,30.259942,-97.796072,Here,,Y
2017-12-02,173021611,15786634,30.25026,-97.76663,Here,,Y
2017-09-04,191161779,16473341,30.23603,-97.79531,Here,,Y
2017-09-05,182871581,15800297,30.290101,-97.696671,Here,,Y
2017-05-23,171751026,15798283,30.29467,-97.663285,Here,,Y
2018-06-17,171700696,16321017,30.25152,-97.698557,Here,,Y
2017-06-06,,16301779,30.40008,-97.72693,Here,,Y
2017-06-05,,16294724,30.14146,-97.80081,Here,,Y
2018-03-26,,16053321,30.259942,-97.796072,Here,,Y
2018-02-08,,17038920,30.21918,-97.75525,Here,,Y
2018-03-11,,16679063,30.24328,-97.72843,Here,,Y
2017-10-29,,15831433,30.229311,-97.683285,Here,,Y
2019-04-26,,15820710,30.33981796,-97.75443403,Here,,Y
2018-10-14,,,30.266591,-97.783021,Here,,Y
2017-06-24,,,30.47195,-97.80338,Here,,Y
2017-06-19,,,30.43232,-97.6711,Here,,Y
