crash_date,case_id,crash_id,lat,lon,geocoded,fatality,serious_injury
2011-01-07,11-0891150,11587527,30.40444,-97.85434,Here,,Y
2010-11-19,10-7611902,11587342,30.213122,-97.708917,Here,,Y
2010-12-09,10-1522039,11982653,30.41591,-97.67361,Here,,Y
2010-08-10,10-1020187,11587216,30.395861,-97.746951,Here,,Y
2010-08-22,102661343,12011259,30.24057,-97.72515,Here,,Y
2011-03-24,2011-0080542,12011223,30.30643,-97.66943,Here,,Y
2010-08-26,10-1101350,11448455,30.25561,-97.81348,Here,,Y
2011-04-01,10-0911055,11420150,30.252477,-97.614901,Here,,Y
2011-03-30,110621369,11394594,30.363695,-97.718111,Here,,Y
2010-06-10,10-3501411,11874609,30.24538,-97.78044,Here,,Y
2010-06-01,11-1710759,11866063,30.45674,-97.79299,Here,,Y
2010-04-12,111750730,11942992,30.35928,-97.71734,Here,,Y
2010-09-23,11-1731688,11942946,30.300796,-97.759225,Here,,Y
2011-01-08,10-2941702,11942701,30.27845,-97.74538,Here,,Y
2010-04-20,10-2130864,11831080,30.20006,-97.80803,Here,,Y
2010-04-01,10-2070454,12147983,30.401071,-97.724942,Here,,Y
2011-03-03,101141779,12147903,30.21914,-97.75513,Here,,Y
2010-12-16,10 098 0424,12147828,30.23852,-97.82209,Here,,Y
2011-06-20,11-0391211,11793462,30.38881,-97.75413,Here,,Y
2011-06-24,10-2761478,11713301,30.468051,-97.796048,Here,,Y
2011-06-22,100010778,11584538,30.32009,-97.71164,Here,,Y
2010-11-24,102671463,11584537,30.23994,-97.78787,Here,,Y
2010-10-21,10-2611766,11584482,30.363356,-97.69702,Here,,Y
2010-08-01,191600242,11337462,30.36976,-97.72085,Here,,Y
2010-07-26,102730952,11312075,30.428795,-97.759668,Here,,Y
2010-04-12,101761147,11989774,30.35928,-97.71734,Here,,Y
2010-04-24,101171650,11691649,30.23581,-97.72261,Here,,Y
2010-04-08,191531403,11285923,30.367264,-97.719085,Here,,Y
2011-02-08,10-0201847,11649433,30.41552,-97.74713,Here,,Y
2010-10-03,182051570,11630333,30.391741,-97.734706,Here,,Y
2010-01-01,100591639,17119331,30.33592,-97.80659,Here,,Y
2010-09-24,10-1380454,11672351,30.23924,-97.68842,Here,,Y
2010-09-18,191680063,11603380,30.476923,-97.764702,Here,,Y
2019-06-09,10-0141992,11603366,30.25891,-97.73896,Here,,Y
2010-09-30,191961728,17158680,30.45929,-97.79255,Here,,Y
2010-06-25,190921287,11162731,30.350218,-97.710597,Here,,Y
2010-04-27,183541563,16556942,30.39831,-97.739964,Here,,Y
2019-06-02,c419-032501,11220122,30.29068,-97.72674,Here,,Y
2010-01-20,100702074,11393666,30.382966,-97.771308,Here,,Y
2018-07-24,183391229,17132427,30.276055,-97.699901,Here,,Y
2010-02-28,183301558,11156151,30.36793,-97.69476,Here,,Y
2010-05-18,102842202,17183178,30.428795,-97.759668,Here,,Y
2019-06-17,10-2791793,16991943,30.23571,-97.74075,Here,,Y
2010-01-14,102851462,16814708,30.46865,-97.79876,Here,,Y
2019-07-15,102752079,16969303,30.18786,-97.76131,Here,,Y
2019-04-02,10-6902218,11258043,30.236521,-97.792501,Here,,Y
2018-12-20,10-1351688,16778961,30.25382,-97.76331,Here,,Y
2019-03-25,10-3160482,16773754,30.19382,-97.69341,Here,,Y
2010-03-11,181041055,11691131,30.16525,-97.78887,Here,,Y
2018-12-05,181990544,11673985,30.30345,-97.714758,Here,,Y
2018-11-26,190160572,11673951,30.21539,-97.73312,Here,,Y
2010-10-11,191891109,11673891,30.21814,-97.66924,Here,,Y
2010-10-06,183610451,11763414,30.367905,-97.702978,Here,,Y
2010-10-12,183450681,11759892,30.211062,-97.654356,Here,,Y
2010-10-02,183441501,11738413,30.23924,-97.68842,Here,,Y
2010-10-27,181781779,16357658,32.78227,-96.66312,Here,,Y
2010-05-15,190540183,16526932,30.214754,-97.663059,Here,,Y
2010-11-12,190441604,16863191,30.39295,-97.68211,Here,,Y
2018-04-14,190231875,17169349,30.340588,-97.754336,Here,,Y
2018-07-18,191031013,16820420,30.431137,-97.764465,Here,,Y
2019-01-16,182711163,16800839,30.43175,-97.76784,Here,,Y
2019-07-08,182640720,16790267,30.21797,-97.70247,Here,,Y
2018-12-27,181340895,16492868,30.41164,-97.68668,Here,,Y
2018-12-11,181300900,16918082,30.26759,-97.74299,Here,,Y
2018-12-10,181280399,16917966,30.27196,-97.7683,Here,,Y
2018-06-27,181850636,16864780,30.285649,-97.753055,Here,,Y
2019-02-23,181251081,17017160,30.429031,-97.842742,Here,,Y
2019-02-13,181231462,16653285,30.47052,-97.79259,Here,,Y
2019-01-24,180970250,16640052,30.32856,-97.70735,Here,,Y
2019-04-13,183190502,16434807,30.2359,-97.71444,Here,,Y
2018-09-28,180131087,16434805,30.236521,-97.792501,Here,,Y
2018-09-21,182620960,16412251,30.29425,-97.72014,Here,,Y
2018-05-14,183420191,16503112,30.29425,-97.72014,Here,,Y
2018-05-10,182921667,16394735,30.37748,-97.68982,Here,,Y
2018-05-09,182870790,16390061,30.45475,-97.80558,Here,,Y
2018-07-04,182851289,16388278,30.22321,-97.72145,Here,,Y
2018-05-05,180210757,16748884,30.264767,-97.787402,Here,,Y
2018-05-03,183020414,16201459,30.353233,-97.795124,Here,,Y
2018-04-07,183001036,16634054,30.33002,-97.67919,Here,,Y
2018-11-15,183001501,16786589,30.45674,-97.79299,Here,,Y
2018-01-13,182981600,16697078,30.30336,-97.66175,Here,,Y
2018-09-19,181950100,16696887,30.30538,-97.7428,Here,,Y
2018-12-08,181950725,16679007,30.214754,-97.663059,Here,,Y
2018-10-19,173541413,16209481,30.21918,-97.75525,Here,,Y
2018-10-14,173461412,16707396,30.27397,-97.76341,Here,,Y
2018-10-12,173480642,16707272,30.382181,-97.811782,Here,,Y
2018-01-21,183201195,16707194,30.14761,-97.79385,Here,,Y
2018-10-29,180031202,16703823,30.29425,-97.72014,Here,,Y
2018-10-27,182010783,16521646,30.1575,-97.79128,Here,,Y
2018-10-27,173250056,16521630,30.23004,-97.7053,Here,,Y
2018-10-25,173180025,16155490,30.22236,-97.74888,Here,,Y
2018-07-14,172750141,16151027,30.23924,-97.68842,Here,,Y
2018-07-14,180812058,16148351,30.41141,-97.68591,Here,,Y
2017-12-20,172371359,16750401,30.37065,-97.69083,Here,,Y
2017-12-12,172570011,16228700,30.42833,-97.720261,Here,,Y
2017-12-14,181610133,16633315,30.388434,-97.753652,Here,,Y
2018-11-16,171890038,16096823,30.21603,-97.73605,Here,,Y
2018-01-03,172941198,16084408,30.44165,-97.70209,Here,,Y
2018-07-20,172871971,15996412,30.26906,-97.73407,Here,,Y
2017-11-21,172791248,16318132,30.375779,-97.740185,Here,,Y
2017-11-14,171960375,15978680,30.40488,-97.71651,Here,,Y
2017-10-02,171940410,15969586,30.364812,-97.696207,Here,,Y
2018-03-22,172040553,16472793,30.27056,-97.740241,Here,,Y
2017-08-25,171321207,16423890,30.29425,-97.72014,Here,,Y
2017-09-14,151061664,16133634,30.379012,-97.671348,Here,,Y
2018-06-10,181391498,16133633,30.41283,-97.68891,Here,,Y
2017-07-08,172281427,16009488,30.327875,-97.706685,Here,,Y
